vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
55SWF8HB9KU319137,Sedan,Obsidian Black Metallic,Gasoline,Mercedes-Benz,25513,AMG C 63,69998,S,2019
4JGDA5JB2JB103112,SUV,Polar White,Gasoline,Mercedes-Benz,46884,GLE 350,34995,Base,2018
5UXTR9C58KLE12555,SUV,White,Gasoline,BMW,24268,X3,40998,xDrive30i,2019
2T2ZZMCAXJC110176,SUV,Atomic Silver,Gasoline,Lexus,10367,RX 350,43989,LX,2018
58ABZ1B14KU038258,Sedan,Ultra White,Gasoline,Lexus,33148,ES 350,42788,F Sport,2019
5TDDKRFH7GS243874,SUV,Red,Gasoline,Toyota,78256,Highlander,27990,Limited,2016
2FMPK4G93KBB07898,SUV,Black,Gasoline,Ford,36032,Edge,28000,SE,2019
1G1YY34U255121321,Convertible,Blue,Gasoline,Chevrolet,14000,Corvette,31995,LX,2005
5UXWX9C59H0D97108,SUV,Jet Black,Gasoline,BMW,85569,X3,22295,xDrive28i,2017
WA1LHAF7XKD018222,SUV,Carrara White,Gasoline,Audi,37345,Q7,43990,45 Premium Plus,2019
1FTFW1E52MFB10831,Pickup Truck,Agate Black Metallic,Gasoline,Ford,19599,F-150,123995,Lariat,2021
1N4BL4DV2KC108219,Sedan,Silver,Gasoline,Nissan,50260,Altima,28991,2.5 SV,2019
WBA5U9C06LA383321,Sedan,Black Sapphire Metallic,Gasoline,BMW,20997,M340,53299,i xDrive,2020
WBA5R7C53KAJ80502,Sedan,Mineral Gray Metallic,Gasoline,BMW,49798,330,37980,i xDrive,2019
WAUAUGFF3KA075315,Sedan,Florett Silver Metallic,Gasoline,Audi,13662,A3,28500,2.0T Premium,2019
4JGDA5HB1JB156714,SUV,Gray,Gasoline,Mercedes-Benz,49312,GLE 350,37744,Base 4MATIC,2018
1GC1KTEYXKF223080,Pickup Truck,Black,Diesel,Chevrolet,44203,Silverado 2500,61980,LTZ,2019
5UXKR0C5XJ0X89389,SUV,Alpine White,Gasoline,BMW,69653,X5,32800,xDrive35i,2018
WUABWGFF1J1905969,Sedan,Nardo Gray,Gasoline,Audi,30417,RS 3,60000,2.5T,2018
4S4BP66CX97337428,Wagon,Obsidian Black,Gasoline,Subaru,154754,Outback,5595,Ltd,2009
1GKKNPLSXHZ272955,SUV,White Frost Tricoat,Gasoline,GMC,69671,Acadia,31390,Denali,2017
WDDZF4KB7JA390947,Sedan,Gray,Gasoline,Mercedes-Benz,43522,E-Class,35998,E 300,2018
5XXG64J24MG073770,Sedan,Wolf Gray,Gasoline,Kia,12573,K5,34672,GT-Line,2021
WP0AF2A76JL141326,Hatchback,Black,Gasoline,Porsche,21254,Panamera,114995,Turbo,2018
2C4RC1GG5KR731135,Passenger Van,Ocean Blue Metallic,Gasoline,Chrysler,27012,Pacifica,39799,Limited,2019
4S4BSANC0K3319987,SUV,Ice Silver Metallic,Gasoline,Subaru,37906,Outback,32000,2.5i Limited,2019
5XYP54HC0LG051213,SUV,Black,Gasoline,Kia,52077,Telluride,45998,SX,2020
1V2FR2CA4MC605626,SUV,Racing Green,Gasoline,Volkswagen,18647,Atlas,50999,3.6 V6 SEL Premium R-Line,2021
4S4BSANC4K3282877,SUV,Tungsten Metallic,Gasoline,Subaru,42921,Outback,30975,2.5i Limited,2019
3GNKBJRS7KS694170,SUV,Black,Gasoline,Chevrolet,46559,Blazer,42999,RS,2019
1V2XR2CA0KC585344,SUV,Pure White,Gasoline,Volkswagen,34421,Atlas,33500,3.6 V6 SE R-Line,2019
ZARFAMAN9K7600038,Sedan,Alfa White,Gasoline,Alfa Romeo,47064,Giulia,29977,Base,2019
1C4RJFBG8JC251012,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,35084,Grand Cherokee,31888,Limited,2018
1GC4YPEY2NF163125,Pickup Truck,Silver Ice,Diesel,Chevrolet,1388,Silverado 2500,79995,LTZ,2022
KNMAT2MV9LP510954,SUV,Gun Metallic,Gasoline,Nissan,61996,Rogue,22888,SV,2020
KNDEUCAA3M7206042,SUV,Cherry Black,Gasoline,Kia,16001,Seltos,29991,S,2021
1N4AA6FV7LC361970,Sedan,Black,Gasoline,Nissan,55678,Maxima,35995,3.5 Platinum,2020
5N1DL0MM2JC514482,SUV,Gun Metallic,Gasoline,INFINITI,49496,QX60,34876,Base,2018
WBAJE7C57KWW14465,Sedan,Alpine White,Gasoline,BMW,16355,540,49900,i xDrive,2019
KM8R4DHE5MU255868,SUV,Becketts Black,Gasoline,Hyundai,19855,Palisade,45946,SEL,2021
1GYKPCRS0LZ100913,SUV,Stellar Black Metallic,Gasoline,Cadillac,10832,XT6,50491,Premium Luxury FWD,2020
ZN661YUA7HX195928,SUV,Grigio,Gasoline,Maserati,47213,Levante,48490,S,2017
5UXKR0C58J0X85969,SUV,Jet Black,Gasoline,BMW,56633,X5,38900,xDrive35i,2018
1GNSKPKD9MR460827,SUV,Black,Gasoline,Chevrolet,19858,Tahoe,71800,Z71,2021
WA1ANAFY3K2101317,SUV,Moonlight Blue Metallic,Gasoline,Audi,17651,Q5,34998,Premium,2019
5N1DL0MM2KC555275,SUV,Black Obsidian,NULL,INFINITI,49199,QX60,35524,LUXE,2019
5UXKU2C52J0Z62705,SUV,Mineral White Metallic,Gasoline,BMW,35121,X6,51490,xDrive35i,2018
JTMRFREV6JJ258291,SUV,Magnetic Gray Metallic,Gasoline,Toyota,19361,RAV4,28562,XLE,2018
5LMTJ3DH8KUL43865,SUV,Black,Gasoline,Lincoln,36082,MKC,33995,Reserve,2019
55SWF8EB5LU326172,Sedan,Black,Gasoline,Mercedes-Benz,16899,C-Class,39900,C 300 4MATIC,2020
5J6RW1H84KA046993,SUV,Modern Steel Metallic,Gasoline,Honda,32988,CR-V,29274,EX-L,2019
WBA5R7C56KAJ80994,Sedan,Mineral Gray Metallic,Gasoline,BMW,33522,330,35995,i xDrive,2019
1C4RJFBG1JC446076,SUV,Diamond Black,Gasoline,Jeep,69711,Grand Cherokee,31412,Limited,2018
WDDUG8CB3FA125060,Sedan,Obsidian Black,Gasoline,Mercedes-Benz,59280,S-Class,39544,S 550,2015
WP0AA2A77DL016175,Hatchback,Agate Grey Metallic,Gasoline,Porsche,85951,Panamera,34950,4,2013
58ABZ1B17KU033460,Sedan,Black,Gasoline,Lexus,48619,ES 350,38998,Luxury,2019
5N1DL0MN1KC513124,SUV,Hagane Blue,Gasoline,INFINITI,34839,QX60,31495,Pure,2019
1GT125EG7CF239726,Pickup Truck,Steel Gray Metallic,E85 Flex Fuel,GMC,46847,Sierra 2500,44295,Denali,2012
5J6RW2H84KL032618,SUV,Crystal Black Pearl,Gasoline,Honda,24700,CR-V,33898,EX-L,2019
WDDWK8HB2KF831806,Convertible,Selenite Gray Metallic,Gasoline,Mercedes-Benz,15310,AMG C 63,79880,S,2019
3CZRU6H54JG712601,SUV,Lunar Silver Metallic,Gasoline,Honda,87041,HR-V,21900,EX,2018
1FMSK8DHXLGA37646,SUV,Magnetic Metallic,Gasoline,Ford,42781,Explorer,36541,XLT,2020
3VV0B7AX2KM014191,SUV,Silk Blue Metallic,Gasoline,Volkswagen,30720,Tiguan,23995,2.0T S,2019
5UXCR6C50KLL14938,SUV,Black Sapphire Metallic,Gasoline,BMW,15042,X5,55900,xDrive40i,2019
5J6RW1H8XKA002724,SUV,Lunar Silver Metallic,Gasoline,Honda,39700,CR-V,30690,EX-L,2019
5YJ3E1EC9LF624943,Sedan,Pearl White Multi,Gasoline,Tesla,47996,Model 3,57468,Performance,2020
3MW5U9J02M8B57339,Sedan,Portimao Blue Metallic,Gasoline,BMW,12471,M340,56943,i xDrive,2021
KNDP6CAC9L7664123,SUV,Sparkling Silver,Gasoline,Kia,34417,Sportage,27495,S,2020
3FA6P0D95LR174364,Sedan,Silver,Gasoline,Ford,72410,Fusion,28285,Titanium,2020
2GNFLFEK5H6259172,SUV,Blue Velvet Metallic,Gasoline,Chevrolet,80368,Equinox,17995,LT,2017
2HGFC4B86KH309953,Coupe,Crystal Black Pearl,Gasoline,Honda,16160,Civic,26100,Sport,2019
5YFEPMAE7MP194993,Sedan,Barcelona Red Metallic,Gasoline,Toyota,43017,Corolla,21364,LE,2021
WUABWGFF0KA904426,Sedan,Mythos Black Metallic,Gasoline,Audi,24567,RS 3,61750,2.5T,2019
2T2ZZMCA9KC117900,SUV,Gray,Gasoline,Lexus,46095,RX 350,42981,RX 350 F SPORT,2019
WBA5R1C58KAJ98412,Sedan,Jet Black,Gasoline,BMW,35849,330,34990,i,2019
5FNYF7H52KB007952,SUV,Modern Steel Metallic,Gasoline,Honda,50931,Passport,31665,EX-L,2019
WAUPNAF5XJA003635,Coupe,White,Gasoline,Audi,49209,A5,32319,2.0T Premium Plus,2018
1N4AA5AP0EC913315,Sedan,Super Black,Gasoline,Nissan,73745,Maxima,20998,SV,2014
2T2HZMDA2MC280661,SUV,Eminent White Pearl,Gasoline,Lexus,16021,RX 350,54987,Base,2021
WDDZF4JB1JA307076,Sedan,Black,Gasoline,Mercedes-Benz,37698,E-Class,37995,E 300,2018
5LM5J7XC8LGL26001,SUV,Black,Gasoline,Lincoln,20566,Aviator,62385,Reserve AWD,2020
WA1BNAFY2K2053491,SUV,Manhattan Gray Metallic,Gasoline,Audi,24925,Q5,39734,2.0T Premium Plus,2019
WP1AA2A50LLB07901,SUV,Chalk,Gasoline,Porsche,52315,Macan,50900,Base,2020
1GYKNDRS3KZ288482,SUV,Stellar Black Metallic,Gasoline,Cadillac,39227,XT5,33500,Luxury,2019
1C4RJFBG3LC125837,SUV,Sangria Metallic,Gasoline,Jeep,34392,Grand Cherokee,36000,Limited,2020
5UXCR6C51KLK87393,SUV,Black Sapphire Metallic,Gasoline,BMW,42448,X5,50495,xDrive40i,2019
2T2BZMCA4KC207702,SUV,White,Gasoline,Lexus,18497,RX 350,48998,F Sport,2019
1GNSCBKC9JR291301,SUV,White,Gasoline,Chevrolet,57176,Tahoe,47998,LT,2018
1FMCU9GD8JUB33898,SUV,Ruby Red,Gasoline,Ford,46448,Escape,24190,SE,2018
5N1DL0MMXLC519819,SUV,Black Obsidian,Gasoline,INFINITI,22764,QX60,35295,Luxe,2020
1C4RJFBGXKC724751,SUV,Velvet Red Pearlcoat,Gasoline,Jeep,46009,Grand Cherokee,39997,Limited,2019
5YFEPMAE2NP291990,Sedan,Wind Chill Pearl,Gasoline,Toyota,10071,Corolla,27999,LE,2022
19UDE2F82HA008801,Sedan,San Marino Red,Gasoline,Acura,44807,ILX,23598,Technology Plus & A-SPEC Packages,2017
3PCAJ5M19LF119656,SUV,Hermosa Blue,Gasoline,INFINITI,16219,QX50,37685,Luxe,2020
2C3CCAEG7LH115439,Sedan,Bright White Clearcoat,Gasoline,Chrysler,49057,300,28386,Limited,2020
KNDPNCAC6K7541624,SUV,Burnished Copper,Gasoline,Kia,60528,Sportage,26593,EX,2019
1GYKPCRS3MZ186087,SUV,Satin Steel Metallic,Gasoline,Cadillac,13957,XT6,53460,Premium Luxury FWD,2021
KNDEU2AA3M7168841,SUV,Gray,Gasoline,Kia,11165,Seltos,30980,S,2021
ZPBUA1ZL0LLA06992,SUV,Nero Noctis,Gasoline,Lamborghini,14141,Urus,289900,Base,2020
KM8J2CA42KU980954,SUV,Coliseum Gray,Gasoline,Hyundai,24744,Tucson,23940,SE,2019
5XYPGDA32LG671095,SUV,Imperial Blue,Gasoline,Kia,45000,Sorento,25991,LX,2020
5XYP5DHC0NG260972,SUV,Glacial White Pearl,Gasoline,Kia,2255,Telluride,59299,SX,2022
3C4NJDCB3LT157343,SUV,Redline Pearlcoat,Gasoline,Jeep,18984,Compass,27010,Limited,2020
W1NYC7HJ3MX373040,SUV,White,Gasoline,Mercedes-Benz,11180,AMG G 63,230899,Base,2021
5FNYF5H26MB012486,SUV,Crystal Black Pearl,Gasoline,Honda,14117,Pilot,38867,Special Edition,2021
WDDUG8FB1FA150521,Sedan,Black,Gasoline,Mercedes-Benz,59103,S-Class,43499,S 550 4MATIC,2015
5FNYF5H53MB035377,SUV,Platinum White Pearl,Gasoline,Honda,16656,Pilot,39398,EX-L,2021
1GYS4CKJ2KR126146,SUV,Black Raven,Gasoline,Cadillac,53455,Escalade,59269,Premium Luxury,2019
SALWR2RV6KA818140,SUV,Corris Grey,Gasoline,Land Rover,21726,Range Rover Sport,64988,HSE,2019
5YJYGDEE3MF099818,SUV,Blue,Electric,Tesla,26296,Model Y,73998,Long Range,2021
SALZJ2FX8LH066525,SUV,Eiger Grey,Gasoline,Land Rover,12297,Range Rover Evoque,40500,S,2020
1G4ZR5SS0HU134919,Sedan,Black,Gasoline,Buick,54403,LaCrosse,26500,Premium,2017
3GNKBJRS2KS564300,SUV,Cajun Red Tintcoat,Gasoline,Chevrolet,33540,Blazer,39112,RS,2019
WAUFFAFL6EN016887,Sedan,White,Gasoline,Audi,60913,A4,22990,2.0T Premium Plus,2014
3MW5R7J04M8B49622,Sedan,Alpine White,Gasoline,BMW,38551,330,38953,i xDrive,2021
1GYFZFR4XKF162592,SUV,Stellar Black Metallic,Gasoline,Cadillac,49999,XT4,34209,Sport,2019
3GNAXKEV1KS586050,SUV,Pepperdust Metallic,Gasoline,Chevrolet,14647,Equinox,19990,1LT,2019
1C4RJFBG4KC609725,SUV,Sangria Metallic,Gasoline,Jeep,39597,Grand Cherokee,39997,Limited,2019
SALWV2FE0HA133253,SUV,SVO Premium Palette Orange,Gasoline,Land Rover,48226,Range Rover Sport,60895,5.0L Supercharged Autobiography,2017
1GNSKBKC4LR270667,SUV,Summit White,Gasoline,Chevrolet,59037,Tahoe,39900,LT,2020
55SWF4JBXJU251223,Sedan,Black,Gasoline,Mercedes-Benz,54041,C-Class,27499,C 300,2018
WBAJB9C59KB288941,Sedan,Mediterranean Blue Metallic,Gasoline,BMW,33973,M550,59150,i xDrive,2019
4JGFB4KE2LA041454,SUV,Black,Gasoline,Mercedes-Benz,41892,GLE 350,51900,Base 4MATIC,2020
2FMPK4AP6KBB37209,SUV,Magnetic Metallic,Gasoline,Ford,31875,Edge,35551,ST,2019
5UXKU2C50K0Z64549,SUV,Carbon Black Metallic,Gasoline,BMW,35015,X6,50990,xDrive35i,2019
LVYA22MT4LP163883,Sedan,Osmium Gray Metallic,Gasoline,Volvo,20750,S90,43968,T6 R-Design,2020
JN8AT2MV8LW116937,SUV,White,Gasoline,Nissan,14686,Rogue,23795,SV,2020
1FM5K7D80HGB14989,SUV,Tan,E85 Flex Fuel,Ford,41961,Explorer,26998,XLT,2017
WA1VXAF71MD014185,SUV,Navarra Blue Metallic,Gasoline,Audi,16638,Q7,70998,55 Premium,2021
5YJYGDEE1MF161877,SUV,Pearl White Multi,Electric,Tesla,14249,Model Y,67877,Long Range,2021
WDDWJ8EB6LF963346,Coupe,Graphite Gray Metallic,Gasoline,Mercedes-Benz,17017,C-Class,46151,C 300 4MATIC,2020
1GYFZCR48LF059624,SUV,Radiant Silver Metallic,Gasoline,Cadillac,34062,XT4,38204,Premium Luxury,2020
1GNSCCKJ8JR269732,SUV,Black,Gasoline,Chevrolet,42214,Tahoe,55000,Premier,2018
7FARW1H54KE000779,SUV,Gray,Gasoline,Honda,14684,CR-V,30890,EX,2019
WA1ANAFY7K2034253,SUV,Monsoon Gray Metallic,Gasoline,Audi,43095,Q5,32128,Premium,2019
SALGS2SE5LA572038,SUV,Santorini Black,Gasoline,Land Rover,21036,Range Rover,103888,P525 HSE,2020
5YJYGDEE9MF199616,SUV,White,Electric,Tesla,14964,Model Y,70998,Long Range,2021
WDDWF8EBXKR514444,Sedan,Gray Metallic,Gasoline,Mercedes-Benz,15541,C-Class,35989,C 300 4MATIC,2019
5J6RW2H84LA001429,SUV,Lunar Silver Metallic,Gasoline,Honda,14520,CR-V,33700,EX-L,2020
1FTEW1EP5MFA67275,Pickup Truck,Oxford White,Gasoline,Ford,51387,F-150,59995,Lariat,2021
4S4BSANC5K3315059,SUV,Crystal White Pearl,Gasoline,Subaru,56521,Outback,27000,2.5i Limited,2019
1C4PJLDB4KD370209,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,24632,Cherokee,24000,Limited,2019
JN8AS5MV3DW101252,SUV,Cayenne Red Pearl,Gasoline,Nissan,78620,Rogue,7999,SV,2013
5FNYF6H58KB052243,SUV,Lunar Silver Metallic,Gasoline,Honda,34338,Pilot,36995,EX-L,2019
5UXWX9C55E0D14706,SUV,Black Sapphire Metallic,Gasoline,BMW,46898,X3,22946,xDrive28i,2014
WP1AA2AY4KDA04502,SUV,Burgundy,Gasoline,Porsche,20477,Cayenne,66998,Base,2019
1GC4YVEY9LF214430,Pickup Truck,Black,Diesel,Chevrolet,39782,Silverado 3500,77903,High Country,2020
JTMZFREV1JJ173696,SUV,Super White,Gasoline,Toyota,33089,RAV4,24900,LE,2018
WDDZF4JB2JA397872,Sedan,Black,Gasoline,Mercedes-Benz,49189,E-Class,35999,E 300,2018
3PCAJ5M33LF101235,SUV,Mocha Almond,Gasoline,INFINITI,17195,QX50,38998,Luxe,2020
5N1DL0MM6KC520044,SUV,Graphite Shadow,Gasoline,INFINITI,89731,QX60,28957,Luxe,2019
5LM5J7XC0LGL22623,SUV,White,Gasoline,Lincoln,24226,Aviator,54495,Reserve AWD,2020
1GKKNUL41LZ199760,SUV,Summit White,Gasoline,GMC,56918,Acadia,31695,SLT,2020
3KPC24A3XKE067688,Sedan,Admiral Blue,Gasoline,Hyundai,31449,Accent,17991,SE,2019
5FNYF5H5XLB026075,SUV,Crystal Black Pearl,Gasoline,Honda,18619,Pilot,39495,EX-L,2020
JN1BJ1CV3LW544273,SUV,Gun Metallic,Gasoline,Nissan,37668,Rogue Sport,22989,S,2020
1GYKNDRS4KZ137621,SUV,Red Horizon Tintcoat,Gasoline,Cadillac,32674,XT5,38527,Luxury,2019
W1KUG8JB0LA550332,Sedan,designo Diamond White Metallic,Gasoline,Mercedes-Benz,29867,AMG S 63,135587,Base 4MATIC,2020
5J8TC2H67KL005210,SUV,Majestic Black Pearl,Gasoline,Acura,32335,RDX,40995,A-Spec,2019
JTEKU5JR1M5961296,SUV,Blizzard Pearl,Gasoline,Toyota,13713,4Runner,53593,Limited,2021
5NPD74LF6JH319945,Sedan,Phantom Black,Gasoline,Hyundai,73603,Elantra,19998,SE,2018
4S4BRBFC0C3293599,SUV,Graphite Gray Metallic,Gasoline,Subaru,105747,Outback,10991,2.5i Premium,2012
KM8K53AG1KU047438,SUV,Chalk White,Electric,Hyundai,11710,Kona EV,37575,Ultimate,2019
SALGS2SE2MA427265,SUV,Portofino Blue,Gasoline,Land Rover,11174,Range Rover,112984,P525 HSE Westminster,2021
YV140MFB6F1310751,Sedan,Savile Gray Metallic,Gasoline,Volvo,84834,S60,17198,T5 Premier,2015
4JGFB4KB4LA183391,SUV,Black,Gasoline,Mercedes-Benz,14567,GLE 350,53998,Base 4MATIC,2020
JN8AT2MV0HW250154,SUV,Magnetic Black,Gasoline,Nissan,69945,Rogue,22000,SL,2017
2T2HZMDAXMC292170,SUV,Nebula Gray Pearl,Gasoline,Lexus,17136,RX 350,48769,Base,2021
3N1AB8CV6MY205907,Sedan,Brilliant Silver Metallic,Gasoline,Nissan,23369,Sentra,23600,SV,2021
2FMGK5C81JBA16923,SUV,Magnetic Metallic,Gasoline,Ford,54860,Flex,25488,SEL,2018
WDCGG8JB7FG360143,SUV,Palladium Silver Metallic,Gasoline,Mercedes-Benz,84060,GLK-Class,22620,GLK 350 4MATIC,2015
KNDPM3AC6N7957020,SUV,Steel Gray,Gasoline,Kia,13953,Sportage,27000,LX,2022
KMHRB8A34MU097268,SUV,Blue,Gasoline,Hyundai,11418,Venue,21998,SE,2021
2C3CDXHG7LH133046,Sedan,Pitch Black Clearcoat,Gasoline,Dodge,18252,Charger,38497,GT,2020
JTHP9JBHXL2023404,SUV,White,Hybrid,Lexus,10533,UX 250h,46998,Base,2020
JTEZU5JR6K5201151,SUV,Magnetic Gray Metallic,Gasoline,Toyota,19345,4Runner,46381,Limited Nightshade,2019
5N1AT2MV5LC803169,SUV,Scarlet Ember,Gasoline,Nissan,12347,Rogue,33400,SL,2020
4S4BSAFC0K3331670,SUV,Cinnamon Brown Pearl,Gasoline,Subaru,17884,Outback,32861,2.5i Premium,2019
WA1EECF35M1060179,SUV,Navarra Blue Metallic,Gasoline,Audi,13324,Q3,41498,45 S line Premium,2021
5TDEBRCH9MS030235,SUV,Blueprint,Hybrid,Toyota,19079,Highlander Hybrid,59990,Platinum,2021
1C4RJFBG6KC542044,SUV,Billet Silver Metallic Clearcoat,Gasoline,Jeep,46210,Grand Cherokee,34999,Limited,2019
WA1FVBF17LD007882,SUV,Dragon Orange Metallic,Gasoline,Audi,40972,Q8,68078,55 Premium,2020
2T3WFREV4EW080861,SUV,Magnetic Gray Pearl,Gasoline,Toyota,114388,RAV4,17079,XLE,2014
5YJYGDEE2MF189896,SUV,Black,Electric,Tesla,11215,Model Y,70000,Long Range,2021
W1N0G8EB9MV296836,SUV,Polar White,Gasoline,Mercedes-Benz,17798,GLC 300,43584,Base 4MATIC,2021
1GKKNMLS0LZ181989,SUV,Smokey Quartz Metallic,Gasoline,GMC,13504,Acadia,38987,SLT,2020
1FTEW1C51KKD54408,Pickup Truck,Magnetic,Gasoline,Ford,33900,F-150,38900,XLT,2019
2FMPK3J96KBB47945,SUV,Ingot Silver,Gasoline,Ford,47082,Edge,31091,SEL,2019
WA1ANAFY3L2035109,SUV,Ibis White,Gasoline,Audi,60583,Q5,36832,45 Premium,2020
1GKS2BKC4LR240467,SUV,Onyx Black,Gasoline,GMC,59330,Yukon,50995,SLT,2020
4JGFB4JB6MA363443,SUV,Obsidian Black Metallic,Gasoline,Mercedes-Benz,13803,GLE 350,63999,Base,2021
4JGFB5KB5LA035627,SUV,Selenite Gray Metallic,Gasoline,Mercedes-Benz,47525,GLE 450,54498,AWD 4MATIC,2020
1C4RJFBG6KC540603,SUV,Billet Silver Metallic Clearcoat,Gasoline,Jeep,33617,Grand Cherokee,30000,Limited,2019
WBXJG9C06L5P78541,SUV,Glacier Silver Metallic,Gasoline,BMW,55194,X1,28801,xDrive28i,2020
3N1AB8DV5MY303986,Sedan,Scarlet Ember,Gasoline,Nissan,13773,Sentra,27998,SR,2021
JTMF1RFV7LD062572,SUV,Black,Gasoline,Toyota,17622,RAV4,31317,LE,2020
JTNKHMBX1K1039983,SUV,Black Sand Pearl,Gasoline,Toyota,37526,C-HR,25991,LE,2019
JTJBM7FX4F5116336,SUV,Black Onyx,Gasoline,Lexus,26107,GX 460,34998,Base,2015
1FMCU9J97KUC00643,SUV,Black,Gasoline,Ford,24617,Escape,27999,Titanium,2019
2GKFLVE31G6242447,SUV,Ebony Twilight Metallic,Gasoline,GMC,55912,Terrain,26798,Denali,2016
2HGFC2F52JH589714,Sedan,Gray,Gasoline,Honda,14570,Civic,17999,LX,2018
5YJYGDEE1MF159403,SUV,Black,Electric,Tesla,20024,Model Y,67990,Long Range,2021
1GYFZCR44LF056333,SUV,Twilight Blue Metallic,Gasoline,Cadillac,18427,XT4,37695,Premium Luxury,2020
JTHGZ1B20L5036771,Sedan,Atomic Silver,Gasoline,Lexus,16952,IS 350,39495,Base,2020
JN1CV6FE4BM952213,Convertible,Graphite Shadow,Gasoline,INFINITI,59551,G37,22990,Base,2011
2T3J1RFV1KW034682,SUV,Ruby Flare Pearl,Gasoline,Toyota,14701,RAV4,43253,Adventure,2019
4JGFD6BB0MA465972,SUV,Black,Gasoline,Mercedes-Benz,14400,AMG GLE 53,99000,Base,2021
5TDGZRBH4MS531734,SUV,Magnetic Gray Metallic,Gasoline,Toyota,12048,Highlander,44821,XLE,2021
5J6RM3H9XGL010425,SUV,White,Gasoline,Honda,73680,CR-V,24998,Touring,2016
1FT7W2BTXNEC86403,Pickup Truck,Black,Diesel,Ford,19805,F-250,74498,XLT,2022
1C4GJXAN4MW610615,SUV,Snazzberry Pearlcoat,Gasoline,Jeep,15218,Wrangler,41990,Sport,2021
5J8YD4H51KL008061,SUV,Performance Red,Gasoline,Acura,18238,MDX,40222,3.5L w/Technology Package,2019
5UXTR9C50KLE15952,SUV,Glacier Silver Metallic,Gasoline,BMW,11087,X3,41591,xDrive30i,2019
WDCYC7HJ5KX321973,SUV,Polar White,Gasoline,Mercedes-Benz,22491,AMG G 63,190677,Base,2019
3KPFK4A79HE046310,Sedan,White,Gasoline,Kia,58580,Forte,14990,LX,2017
1C4RJFBG1MC589582,SUV,Diamond Black,Gasoline,Jeep,23934,Grand Cherokee,42995,Limited,2021
5UXCR6C08LLL75928,SUV,Jet Black,Gasoline,BMW,20733,X5,59895,xDrive40i,2020
JN8AZ2NEXK9232005,SUV,Gray,Gasoline,INFINITI,109510,QX80,34985,Luxe,2019
5YMTS0C06L9B55245,SUV,Black Sapphire Metallic,Gasoline,BMW,18968,X3 M,69391,Competition,2020
55SWF8EB0KU321864,Sedan,Black,Gasoline,Mercedes-Benz,33971,C-Class,34995,C 300 4MATIC,2019
WBA8D9G37HNU62045,Sedan,Melbourne Red Metallic,Gasoline,BMW,57183,330,21498,i xDrive,2017
5UXWX9C31H0W80310,SUV,Bronze Metallic,Gasoline,BMW,58223,X3,27994,xDrive28i,2017
SCFSMGBW6MGP05262,Convertible,China Gray,Gasoline,Aston Martin,16690,Vantage,169950,Base,2021
5NPE24AF1KH811824,Sedan,Machine Gray,Gasoline,Hyundai,39571,Sonata,14900,SE,2019
JM3KFADMXL0757543,SUV,Deep Crystal Blue Mica,Gasoline,Mazda,17148,CX-5,29995,Grand Touring,2020
2C3CDZFJ3MH615329,Coupe,White Knuckle,Gasoline,Dodge,16675,Challenger,48188,R/T Scat Pack,2021
3FA6P0D96LR151224,Sedan,Gray,Gasoline,Ford,65585,Fusion,29538,Titanium,2020
4JGED6EB8KA153158,SUV,Black,Gasoline,Mercedes-Benz,45756,AMG GLE 43,62995,4MATIC Coupe,2019
SALZP2FX1LH077655,SUV,Kaikoura Stone,Gasoline,Land Rover,14877,Range Rover Evoque,48000,SE,2020
3LN6L5F90KR611682,Sedan,Infinite Black Metallic,Gasoline,Lincoln,40485,MKZ,32999,Reserve II,2019
WA1VAAF72JD050142,SUV,Glacier White Metallic,Gasoline,Audi,45371,Q7,48998,3.0T Prestige,2018
4T1G11AK5MU441084,Sedan,Red,Gasoline,Toyota,45011,Camry,32260,SE,2021
2T3WFREV2EW106373,SUV,Red,Gasoline,Toyota,117811,RAV4,14999,XLE,2014
1HGCR2F15HA095662,Sedan,Blue,Gasoline,Honda,57173,Accord,21485,Sport SE,2017
WDCTG4EB4KJ644196,SUV,White,Gasoline,Mercedes-Benz,13469,GLA 250,36991,Base,2019
JHLRW2H59KX001789,SUV,Gunmetal Metallic,Gasoline,Honda,63404,CR-V,26925,EX,2019
JTJDARBZ0L2177975,SUV,Atomic Silver,Gasoline,Lexus,14324,NX 300,41914,Base,2020
W1KWF8EB0MR622977,Sedan,Black,Gasoline,Mercedes-Benz,14844,C-Class,44987,C 300 4MATIC,2021
1C4RJFBG9KC526534,SUV,Diamond Black,Gasoline,Jeep,59931,Grand Cherokee,32495,Limited,2019
3C6UD5PLXCG321568,Pickup Truck,Black,Diesel,RAM,86067,2500,47999,Laramie Longhorn,2012
1HGCR2F84HA140555,Sedan,Crystal Black Pearl,Gasoline,Honda,56390,Accord,24985,EX-L,2017
1FMSK7DH9MGA81407,SUV,Blue,Gasoline,Ford,36796,Explorer,39802,XLT,2021
1GYKNCRS3KZ273104,SUV,Dark Mocha Metallic,Gasoline,Cadillac,37244,XT5,35980,Luxury,2019
1FTFW1RG7KFC47045,Pickup Truck,Ford Performance Blue Metallic,Gasoline,Ford,18808,F-150,75995,Raptor,2019
